50音順,「ことばリスト」順,見出し,読み,アクセント,"ローマ字
（「入門」のみ）",英訳,品詞,部,課,活動
3835,299,6つ,むっつ,むっつ↓,muttsu,six (for things),N,入門,6,4
3861,263,メニュー,メニュー,メ↓ニュー,menyuu,menu,N,入門,6,4
3932,265,盛り合わせ,もりあわせ,もりあわせ○,moriawase,assortment,N,入門,6,4
3942,267,焼魚,やきざかな,やきざ↓かな,yakizakana,grilled fish,N,入門,6,4
3945,260,焼き鳥／焼鳥,やきとり,やきとり○,yakitori,yakitori (grilled chicken),N,入門,6,4
3974,301,8つ,やっつ,やっつ↓,yattsu,eight (for things),N,入門,6,4
4055,297,4つ,よっつ,よっつ↓,yottsu,four (for things),N,入門,6,4
4141,286,緑茶,りょくちゃ,りょくちゃ○,ryokucha,green tea,N,入門,6,4
4142,283,緑茶ハイ,りょくちゃハイ,りょくちゃ↓ハイ,ryokuchahai,green tea-flavored chu-hi,N,入門,6,4
4172,281,レモンハイ,レモンハイ,レモ↓ンハイ,remonhai,lemon-flavored chu-hi,N,入門,6,4
186,310,居酒屋,いざかや,いざかや○,izakaya,izakaya (Japanese-style pub),N,入門,6,5
354,313,うどん,うどん,うどん○,udon,udon noodles,N,入門,6,5
950,315,カレー,カレー,カレー○,karee,curry ,N,入門,6,5
1092,316,牛丼,ぎゅうどん,ぎゅうどん○,gyuudon,beef bowl,N,入門,6,5
2020,311,すし,すし,すし↓,sushi,sushi,N,入門,6,5
2238,312,そば,そば,そ↓ば,soba,soba noodles,N,入門,6,5
4092,314,ラーメン,ラーメン,ラ↓ーメン,raamen,ramen noodles,N,入門,6,5
230,329,1階,いっかい,いっかい○,ikkai,first floor,N,入門,7,1
258,327,居間,いま,いま↓,ima,living room,N,入門,7,1
578,339,お世話になります,おせわになります,おせ↓わになります,osewa ni narimasu,I'll be in your care. (polite expression used when meeting someone who will look after you),Exp,入門,7,1
656,318,お風呂,おふろ,おふ↓ろ,ofuro,bathroom,N,入門,7,1
760,320,階段,かいだん,かいだん○,kaidan,stairs,N,入門,7,1
1000,331,管理人室,かんりにんしつ,かんりに↓んしつ,kanrininshitsu,building manager's office,N,入門,7,1
1036,325,キッチン,キッチン,キ↓ッチン,kicchin,kitchen,N,入門,7,1
1180,334,くつ,くつ,くつ↓,kutsu,shoes,N,入門,7,1
1262,317,玄関,げんかん,げ↓んかん,genkan,entrance,N,入門,7,1
1434,336,ご飯,ごはん,ご↓はん,gohan,food　/　meal,N,入門,7,1
1911,332,食堂,しょくどう,しょくどう○,shokudoo,cafeteria,N,入門,7,1
2298,324,台所,だいどころ,だいどころ○,daidokoro,kitchen,N,入門,7,1
2680,319,トイレ,トイレ,ト↓イレ,toire,toilet,N,入門,7,1
2943,330,2階,にかい,にかい○,ni-kai,second floor,N,入門,7,1
3035,326,庭,にわ,にわ○,niwa,garden,N,入門,7,1
3045,338,脱いでください,ぬいでください,ぬ↓いでくださ↓い,nuide kudasai,Please take them off.,Exp,入門,7,1
3049,335,脱ぐ／脱ぎます,ぬぐ／ぬぎます,ぬ↓ぐ／ぬぎま↓す,nugu / nugimasu,to take off,V［1］,入門,7,1
3159,337,入ってください,はいってください,は↓いってくださ↓い,haitte kudasai,Please come in.,Exp,入門,7,1
3163,333,入る／入ります,はいる／はいります,は↓いる／はいりま↓す,hairu / hairimasu,to come in,V［1］,入門,7,1
3281,323,バルコニー,バルコニー,バルコ↓ニー／バル↓コニー／バ↓ルコニー,barukonii,balcony,N,入門,7,1
3572,321,部屋,へや,へや↓,heya,room,N,入門,7,1
3574,322,ベランダ,ベランダ,ベランダ○,beranda,veranda,N,入門,7,1
4115,328,リビング,リビング,リ↓ビング,ribingu,living room,N,入門,7,1
191,348,いす,いす,いす○,isu,chair,N,入門,7,2
384,340,エアコン,エアコン,エアコン○,eakon,air-conditioner,N,入門,7,2
1980,343,炊飯器,すいはんき,すいは↓んき,suihanki,rice-cooker,N,入門,7,2
2165,349,洗濯機,せんたくき,せんたく↓き,sentakuki,washing machine,N,入門,7,2
2518,353,使う／使います,つかう／つかいます,つかう○／つかいま↓す,tsukau / tsukaimasu,to use,V［1］,入門,7,2
2520,355,使ってください,つかってください,つかってくださ↓い,tsukatte kudasai,Please use it.,Exp,入門,7,2
2585,347,テーブル,テーブル,テーブル○,teeburu,table,N,入門,7,2
2635,350,テレビ,テレビ,テ↓レビ,terebi,television,N,入門,7,2
2654,342,電子レンジ,でんしレンジ,でんしレ↓ンジ,denshi-renji,microwave,N,入門,7,2
2733,344,トースター,トースター,ト↓ースター,toosutaa,toaster,N,入門,7,2
2851,354,ない,ない,な↓い,nai,I don't / no (negative of ある),イA,入門,7,2
3501,346,ふとん,ふとん,ふとん○,futon,futon (Japanese bedding),N,入門,7,2
3559,345,ベッド,ベッド,ベ↓ッド,beddo,bed,N,入門,7,2
3821,352,みんなで,みんなで,みんな↓で,minna de,with everybody,,入門,7,2
4152,341,冷蔵庫,れいぞうこ,れいぞ↓うこ,reezooko,refrigerator,N,入門,7,2
4208,351,Wi-Fi,ワイファイ,ワイファイ○,wai-fai,Wi-Fi,N,入門,7,2
82,360,新しい,あたらしい,あたらし↓い,atarashii,new,イA,入門,7,3
162,374,いいですね,いいですね,い↓いですね,ii desu ne,That's nice.,Exp,入門,7,3
168,366,家,いえ,いえ↓,ie,house,N,入門,7,3
342,370,うち,うち,うち○,uchi,home,N,入門,7,3
369,363,うるさい,うるさい,うるさ↓い,urusai,noisy,イA,入門,7,3
473,358,大きい,おおきい,おおき↓い,ookii,large,イA,入門,7,3
1029,365,きたない,きたない,きたな↓い,kitanai,untidy,イA,入門,7,3
1129,364,きれい（な）,きれい（な）,き↓れい（な）,kiree (na),tidy,ナA,入門,7,3
1153,373,～区　（南区）,～く　（みなみく）,～く　（みなみ↓く）,～ku　(minami-ku),～ Ward　(e.g. Minami Ward),,入門,7,3
1657,362,静か（な）,しずか（な）,し↓ずか（な）,shizuka (na),quiet,ナA,入門,7,3
2139,357,せまい,せまい,せま↓い,semai,cramped,イA,入門,7,3
2421,359,小さい,ちいさい,ちいさ↓い,chiisai,small,イA,入門,7,3
2436,371,近く,ちかく,ち↓かく,chikaku,close,N,入門,7,3
2493,368,ちょっと,ちょっと,ちょ↓っと,chotto,a little,,入門,7,3
2624,372,でも,でも,で↓も,demo,but,,入門,7,3
2684,367,どう,どう,ど↓う,doo,how,,入門,7,3
2685,375,どう？,どう？,ど↓う？,doo?,How is it? (a casual way of saying どうですか？),Exp,入門,7,3
2776,369,とても,とても,とても○,totemo,very,,入門,7,3
3417,356,広い,ひろい,ひろ↓い,hiroi,spacious,イA,入門,7,3
3450,376,ふーん,ふーん,ふーん○,fuun,Hmm… (casually indicates that the speaker is listening to the other person),Exp,入門,7,3
3528,361,古い,ふるい,ふる↓い,furui,old,イA,入門,7,3
108,377,アパート,アパート,アパ↓ート,apaato,apartment,N,入門,7,4
234,381,一戸建て,いっこだて,いっこだて○,ikkodate,detached house,N,入門,7,4
604,382,お寺,おてら,おてら○,otera,temple,N,入門,7,4
869,383,学校,がっこう,がっこう○,gakkoo,school,N,入門,7,4
1299,384,公園,こうえん,こうえん○,kooen,park,N,入門,7,4
1624,380,シェアハウス,シェアハウス,シェアハ↓ウス,shea-hausu,shared house,N,入門,7,4
2013,385,すごい,すごい,すご↓い,sugoi,amazing,イA,入門,7,4
2015,386,すごいですね,すごいですね,すご↓いですね,sugoi desu ne,That's amazing.,Exp,入門,7,4
3759,378,マンション,マンション,マ↓ンション,manshon,condominium,N,入門,7,4
4121,379,寮,りょう,りょ↓う,ryoo,dormitory,N,入門,7,4
212,392,一時停止,いちじていし,いち↓じていし／いちじて↓いし,ichiji-teeshi,pause,N,入門,7,5
283,387,入れる／入,いれる,いれる○,ireru,to turn on / ON,V［2］,入門,7,5
454,394,おいそぎ,おいそぎ,おいそぎ○,oisogi,quick wash,N,入門,7,5
721,406,温度,おんど,お↓んど,ondo,temperature,N,入門,7,5
825,407,風向,かざむき／ふうこう,かざむき○／ふうこう○,kazamuki / fuukoo,wind direction,N,入門,7,5
1125,388,切る／切,きる,き↓る,kiru,to turn off / OFF,V［1］,入門,7,5
1342,390,コース,コース,コ↓ース,koosu,mode,N,入門,7,5
1692,405,自動,じどう,じどう○,jidoo,automatic,N,入門,7,5
1918,404,除湿,じょしつ,じょしつ○,joshitsu,dehumidify,N,入門,7,5
1985,401,水量,すいりょう,すいりょう○,suiryoo,water volume,N,入門,7,5
2027,389,スタート,スタート,スタ↓ート,sutaato,start,N,入門,7,5
2196,398,槽洗浄,そうせんじょう,そうせ↓んじょう,soosenjoo,drum cleaning,N,入門,7,5
2306,410,タイマー,タイマー,タ↓イマー,taimaa,timer,N,入門,7,5
2419,403,暖房,だんぼう,だんぼう○,danboo,heat,N,入門,7,5
2570,395,手洗い,てあらい,てあ↓らい,tearai,hand wash,N,入門,7,5
2577,409,停止,ていし,ていし○,teeshi,stop,N,入門,7,5
2647,391,電源,でんげん,でんげん○,dengen,power supply,N,入門,7,5
2809,397,ドライ,ドライ,ドラ↓イ,dorai,delicate wash,N,入門,7,5
2825,411,取消,とりけし,とりけし○,torikeshi,cancel,N,入門,7,5
3091,400,残り,のこり,のこり↓,nokori,remaining,N,入門,7,5
3407,393,標準,ひょうじゅん,ひょうじゅん○,hyoojun,standard,N,入門,7,5
3447,408,風量,ふうりょう,ふうりょ↓う／ふうりょう○,fuuryoo,wind speed,N,入門,7,5
3886,396,毛布,もうふ,も↓うふ,moofu,blankets,N,入門,7,5
4071,399,予約,よやく,よやく○,yoyaku,timer,N,入門,7,5
4154,402,冷房,れいぼう,れいぼう○,reeboo,cool,N,入門,7,5
345,421,打ち合わせをする／します,うちあわせをする／します,うちあわせをする○／しま↓す,uchiawase o suru / shimasu,to do meeting,V［3］,入門,8,1
591,420,お茶をいれる／いれます,おちゃをいれる／いれます,おちゃをいれる○／いれま↓す,ocha o ireru / iremasu,to make tea,V［2］,入門,8,1
738,415,会議室,かいぎしつ,かいぎ↓しつ,kaigishitsu,conference room,N,入門,8,1
1008,418,着替える／着替えます,きがえる／きがえます,きが↓える／きがえ↓る／きがえま↓す,kigaeru / kigaemasu,to change (clothing),V［2］,入門,8,1
1032,416,喫煙所,きつえんじょ,きつえんじょ○,kitsuenjo,smoking room / smoking area,N,入門,8,1
1090,414,給湯室,きゅうとうしつ,きゅうと↓うしつ,kyuutooshitsu,kitchenette,N,入門,8,1
1298,412,更衣室,こういしつ,こうい↓しつ,kooishitsu,changing room,N,入門,8,1
1436,419,ご飯を食べる／食べます,ごはんをたべる／たべます,ご↓はんをたべ↓る／たべま↓す,gohan o taberu / tabemasu,to have meal,V［2］,入門,8,1
1912,413,食堂,しょくどう,しょくどう○,shokudoo,cafeteria,N,入門,8,1
2185,417,倉庫,そうこ,そ↓うこ,sooko,storeroom　,N,入門,8,1
2412,422,男性,だんせい,だんせい○,dansee,men,N,入門,8,1
279,423,いる／います,いる／います,いる○／いま↓す,iru / imasu,to be present,V［2］,入門,8,2
1536,427,探してみます,さがしてみます,さがしてみま↓す,sagashite mimasu,I'll try to look.,Exp,入門,8,2
2376,424,たぶん,たぶん,た↓ぶん,tabun,probably,,入門,8,2
3053,426,～ね　（いませんね）,～ね　（いませんね）,～ね　（いませ↓んね）,～ne　(imasen ne),(used when sharing  information with someone),,入門,8,2
4024,425,～よ　（いるよ）,～よ　（いるよ）,～よ　（いる○よ）,～yo　(iru yo),(used when telling someone information they did not know),,入門,8,2
68,443,あそこ,あそこ,あそこ○,asoko,over there,N,入門,8,3
129,444,ありました,ありました,ありま↓した,arimashita,It's here. (used when you have found something you were looking for),Exp,入門,8,3
314,428,上,うえ,うえ○／～（の）うえ↓,ue,above,N,入門,8,3
919,434,ガムテープ,ガムテープ,ガムテ↓ープ,gamu-teepu,duct tape,N,入門,8,3
1368,441,ここ,ここ,ここ○,koko,here,N,入門,8,3
1438,437,コピー機,コピーき,コピ↓ーき,kopiiki,copy machine,N,入門,8,3
1451,440,ごみ箱,ごみばこ,ごみば↓こ,gomibako,garbage can,N,入門,8,3
1664,429,下,した,した○／～（の）した↓,shita,below,N,入門,8,3
2219,442,そこ,そこ,そこ○,soko,there,N,入門,8,3
2538,439,机,つくえ,つくえ○,tsukue,desk,N,入門,8,3
2858,430,中,なか,な↓か,naka,inside,N,入門,8,3
3117,432,のり,のり,のり↓,nori,glue,N,入門,8,3
3179,435,箱,はこ,はこ○,hako,box,N,入門,8,3
3182,438,はさみ,はさみ,はさみ↓／はさ↓み,hasami,scissors,N,入門,8,3
3335,433,引き出し,ひきだし,ひきだし○,hikidashi,drawer,N,入門,8,3
3431,436,FAX,ファックス,ファ↓ックス,fakkusu,fax,N,入門,8,3
4047,431,横,よこ,よこ○,yoko,beside,N,入門,8,3
467,445,応接室,おうせつしつ,おうせつ↓しつ,oosetsushitsu,reception room,N,入門,8,4
1716,446,事務室,じむしつ,じむ↓しつ,jimushitsu,office,N,入門,8,4
50,449,朝,あさ,あ↓さ,asa,morning,N,入門,9,1
209,455,1時,いちじ,いち↓じ,ichi-ji,one o'clock,N,入門,9,1
259,447,今,いま,い↓ま,ima,now,N,入門,9,1
399,476,ええ,ええ,え↓え,ee,yes,,入門,9,1
459,486,お祈り,おいのり,おいのり○,oinori,prayer,N,入門,9,1
509,472,起きる／起きます,おきる／おきます,おき↓る／おきま↓す,okiru / okimasu,to wake up,V［2］,入門,9,1
580,482,遅い,おそい,おそい○／おそ↓い,osoi,late,イA,入門,9,1
581,485,遅いですね,おそいですね,おそ↓いですね,osoi desu ne,That's late.,Exp,入門,9,1
716,488,音楽,おんがく,お↓んがく,ongaku,music,N,入門,9,1
1010,489,聞く／聞きます,きく／ききます,きく○／ききま↓す,kiku / kikimasu,to listen,V［1］,入門,9,1
1163,463,9時,くじ,く↓じ,ku-ji,nine o'clock,N,入門,9,1
1237,483,ゲーム,ゲーム,ゲ↓ーム,geemu,games,N,入門,9,1
1370,453,午後,ごご,ご↓ご,gogo,p.m.,N,入門,9,1
1379,459,5時,ごじ,ご↓じ,go-ji,five o'clock,N,入門,9,1
1391,452,午前,ごぜん,ご↓ぜん,gozen,a.m.,N,入門,9,1
1478,481,～ごろ,～ごろ,～ご↓ろ,～goro,around ～,,入門,9,1
1597,457,3時,さんじ,さ↓んじ,san-ji,three o'clock,N,入門,9,1
1601,469,30分,さんじゅっぷん,さんじゅ↓っぷん,sanjuppun,～ :30 / half past ～,N,入門,9,1
1615,454,～時 ,～じ,～じ,～ji,～ o'clock,,入門,9,1
1669,461,7時,しちじ,しち↓じ,shichi-ji,seven o'clock,N,入門,9,1
1747,465,11時,じゅういちじ,じゅういち↓じ,juu-ichi-ji,eleven o'clock,N,入門,9,1
1763,468,15分,じゅうごふん,じゅうご↓ふん,juu-go-fun,～ :15 / quarter past ～,N,入門,9,1
1767,464,10時,じゅうじ,じゅ↓うじ,juu-ji,ten o'clock,N,入門,9,1
1788,466,12時,じゅうにじ,じゅうに↓じ,juu-ni-ji,twelve o'clock,N,入門,9,1
1901,478,ジョギング,ジョギング,ジョギング○,jogingu,jogging,N,入門,9,1
2082,479,する／します,する／します,する○／しま↓す,suru / shimasu,to do,V［3］,入門,9,1
2295,480,だいたい,だいたい,だいたい○,daitai,about / around,,入門,9,1
2926,448,何時,なんじ,な↓んじ,nan-ji,what time,N,入門,9,1
2962,456,2時,にじ,に↓じ,ni-ji,two o'clock,N,入門,9,1
3066,490,ネット,ネット,ネット○,netto,Internet,N,入門,9,1
3077,473,寝る／寝ます,ねる／ねます,ねる○／ねま↓す,neru / nemasu,to sleep,V［2］,入門,9,1
3221,462,8時,はちじ,はち↓じ,hachi-ji,eight o'clock,N,入門,9,1
3267,475,早い,はやい,はや↓い,hayai,early,イA,入門,9,1
3268,484,早いですね,はやいですね,はや↓いですね,hayai desu ne,That's early.,Exp,入門,9,1
3285,471,半,はん,は↓ん,han,～ :30 / half past ～,N,入門,9,1
3413,450,昼,ひる,ひる↓,hiru,afternoon,N,入門,9,1
3540,467,～分,～ふん／ぷん,～ふん／ぷん,～fun / pun,～ minutes (indicate the time),,入門,9,1
3583,487,勉強する／勉強します,べんきょうする／べんきょうします,べんきょうする○／べんきょうしま↓す,benkyoo-suru / benkyoo-shimasu,to study,V［3］,入門,9,1
3674,477,毎朝,まいあさ,ま↓いあさ／まいあさ○,maiasa,every morning,N,入門,9,1
3683,474,毎日,まいにち,ま↓いにち／まいにち○,mainichi,every day,N,入門,9,1
3811,491,見る／見ます,みる／みます,み↓る／みま↓す,miru / mimasu,to watch,V［2］,入門,9,1
4053,458,4時,よじ,よ↓じ,yo-ji,four o'clock,N,入門,9,1
4074,451,夜,よる,よ↓る,yoru,night,N,入門,9,1
4084,470,45分,よんじゅうごふん,よ↓んじゅう△ご↓ふん,yonjuu-go-fun,～ :45 / quarter to ～,N,入門,9,1
4190,460,6時,ろくじ,ろく↓じ,roku-ji,six o'clock,N,入門,9,1
